route_id,service_id,trip_id,shape_id,trip_headsign,direction_id,block_id
28,0e44d336-b962-4bec-b61a-b01b712a60a3,ef4684b7-c64e-4194-b9ea-9a2f2320311a,9fa4e069-a03a-440c-af64-f69573874803,"Gold Loop from Campus to Purdue Airport",0,2801
28,0e44d336-b962-4bec-b61a-b01b712a60a3,ea7707b5-7cf7-4f80-88ea-9da71b7492a9,9fa4e069-a03a-440c-af64-f69573874803,"Gold Loop from Campus to Purdue Airport",0,2801
28,0e44d336-b962-4bec-b61a-b01b712a60a3,f0118be9-db31-4653-932c-9ec0e624f641,9fa4e069-a03a-440c-af64-f69573874803,"Gold Loop from Campus to Purdue Airport",0,2802
28,0e44d336-b962-4bec-b61a-b01b712a60a3,9bd6fd8d-6362-460c-b14e-a08fb1e0d5de,9fa4e069-a03a-440c-af64-f69573874803,"Gold Loop from Campus to Purdue Airport",0,2801
28,0e44d336-b962-4bec-b61a-b01b712a60a3,77b012de-8897-4c1b-9d8f-aa6aa0c10616,9fa4e069-a03a-440c-af64-f69573874803,"Gold Loop from Campus to Purdue Airport",0,2802
28,0e44d336-b962-4bec-b61a-b01b712a60a3,6c3a9c17-93c2-4690-8870-ad6c1e9684d2,9fa4e069-a03a-440c-af64-f69573874803,"Gold Loop from Campus to Purdue Airport",0,2801
28,0e44d336-b962-4bec-b61a-b01b712a60a3,6785f5e4-cec0-4967-b094-cd6d454a227f,9fa4e069-a03a-440c-af64-f69573874803,"Gold Loop from Campus to Purdue Airport",0,2801
28,0e44d336-b962-4bec-b61a-b01b712a60a3,74d3a43c-2033-4782-831d-d4c4f8741912,9fa4e069-a03a-440c-af64-f69573874803,"Gold Loop from Campus to Purdue Airport",0,2801
28,0e44d336-b962-4bec-b61a-b01b712a60a3,a76ad766-2ade-4ee5-85b4-d9f52f6eb37f,9fa4e069-a03a-440c-af64-f69573874803,"Gold Loop from Campus to Purdue Airport",0,2802
28,0e44d336-b962-4bec-b61a-b01b712a60a3,01716e25-10e1-4fde-baa2-e81e6007c5a2,9fa4e069-a03a-440c-af64-f69573874803,"Gold Loop from Campus to Purdue Airport",0,2802
28,0e44d336-b962-4bec-b61a-b01b712a60a3,47ccf15f-0f29-46db-8412-eed2cdd77162,9fa4e069-a03a-440c-af64-f69573874803,"Gold Loop from Campus to Purdue Airport",0,2802
28,0e44d336-b962-4bec-b61a-b01b712a60a3,ef619627-8138-449a-a014-ef29ff5b9cc0,9fa4e069-a03a-440c-af64-f69573874803,"Gold Loop from Campus to Purdue Airport",0,2801
28,0e44d336-b962-4bec-b61a-b01b712a60a3,2b98298e-e4f5-419b-967b-f6cf8f5966a5,9fa4e069-a03a-440c-af64-f69573874803,"Gold Loop from Campus to Purdue Airport",0,2802
28,0e44d336-b962-4bec-b61a-b01b712a60a3,c5e07912-8754-40da-8372-f7789ca18b06,9fa4e069-a03a-440c-af64-f69573874803,"Gold Loop from Campus to Purdue Airport",0,2801
28,0e44d336-b962-4bec-b61a-b01b712a60a3,c39cd9b3-2cce-4f34-88a0-f8ac16097248,9fa4e069-a03a-440c-af64-f69573874803,"Gold Loop from Campus to Purdue Airport",0,2802
28,0e44d336-b962-4bec-b61a-b01b712a60a3,6c81c421-0e7d-4ed2-8377-fa745f774517,9fa4e069-a03a-440c-af64-f69573874803,"Gold Loop from Campus to Purdue Airport",0,2801
2A,5c09c7e5-f6c2-4e00-aec9-9e8426302f61,bfce3b76-7188-4e58-a228-01e2fd02bd62,0784a282-25e6-4f00-9e54-2cd1a2f45547,"Schuyler to Schuyler Ave",0,2201
2A,b18b50c8-2cb0-416a-820d-f6d733c30b40,c94a4669-c3a3-40ad-ba00-02ca94866609,0784a282-25e6-4f00-9e54-2cd1a2f45547,"Schuyler to Schuyler Ave",0,2202
2A,0e44d336-b962-4bec-b61a-b01b712a60a3,187d6c5c-4956-4e21-8a1d-058776c7d526,0784a282-25e6-4f00-9e54-2cd1a2f45547,"Schuyler to Schuyler Ave",0,2202
2A,0e44d336-b962-4bec-b61a-b01b712a60a3,a5553e1a-1b38-4b62-b3b1-06ee2779f164,0784a282-25e6-4f00-9e54-2cd1a2f45547,"Schuyler to Schuyler Ave",0,2201
2A,b18b50c8-2cb0-416a-820d-f6d733c30b40,038b19d7-3f87-401b-afff-0922b274d889,0784a282-25e6-4f00-9e54-2cd1a2f45547,"Schuyler to Schuyler Ave",0,2201
2A,0e44d336-b962-4bec-b61a-b01b712a60a3,17bebf7a-489e-4615-b17e-0924a46af9d2,0784a282-25e6-4f00-9e54-2cd1a2f45547,"Schuyler to Schuyler Ave",0,2201
2A,b18b50c8-2cb0-416a-820d-f6d733c30b40,09c397cc-f378-4d7a-b05e-10593da1c903,0784a282-25e6-4f00-9e54-2cd1a2f45547,"Schuyler to Schuyler Ave",0,2202
2A,0e44d336-b962-4bec-b61a-b01b712a60a3,e4f310a9-eeba-414c-a2dd-111fb0dee268,0784a282-25e6-4f00-9e54-2cd1a2f45547,"Schuyler to Schuyler Ave",0,2202
2A,5c09c7e5-f6c2-4e00-aec9-9e8426302f61,af718bf6-f192-439e-bbe4-124389b81966,0784a282-25e6-4f00-9e54-2cd1a2f45547,"Schuyler to Schuyler Ave",0,2201
2A,b18b50c8-2cb0-416a-820d-f6d733c30b40,cd8e34da-e5f7-49ec-8465-173b5f05f380,0784a282-25e6-4f00-9e54-2cd1a2f45547,"Schuyler to Schuyler Ave",0,2202
2A,b18b50c8-2cb0-416a-820d-f6d733c30b40,ee6b573f-9f01-4699-b48f-17cacdc3b1bb,0784a282-25e6-4f00-9e54-2cd1a2f45547,"Schuyler to Schuyler Ave",0,2202
2A,0e44d336-b962-4bec-b61a-b01b712a60a3,a861c934-e6e7-49dc-b2a5-1af19f716e92,0784a282-25e6-4f00-9e54-2cd1a2f45547,"Schuyler to Schuyler Ave",0,2202
2A,978ab689-a0b8-4f6c-bff0-e2ae5afdc6eb,e73287d5-cf00-4e80-b28a-208206a193c6,0784a282-25e6-4f00-9e54-2cd1a2f45547,"Schuyler to Schuyler Ave",0,2201
