Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,trips_per_route,6803,0,18000,17994.9982887516,264.2747499921825,63376.7161249998,372.1711009848596,6.865549611816035,0.0,18000,20000,21000,21000,23000,32000,42000,47000,56000,63000,63000
,Aggregated,6803,0,18000,17994.9982887516,264.2747499921825,63376.7161249998,372.1711009848596,6.865549611816035,0.0,18000,20000,21000,21000,23000,32000,42000,47000,56000,63000,63000
