Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,large_scan,85934,73414,120,1081.9276105022996,35.77841699006967,60795.26379102026,48934.502606651615,86.71477891385159,74.08102473039193,120,150,180,210,1900,2500,3900,44000,60000,60000,61000
,Aggregated,85934,73414,120,1081.9276105022996,35.77841699006967,60795.26379102026,48934.502606651615,86.71477891385159,74.08102473039193,120,150,180,210,1900,2500,3900,44000,60000,60000,61000
