Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,trips_per_route,69407,27,1400,1447.3823369969195,31.352666002931073,16311.237624991918,1177.2034665091417,70.07968938969206,0.02726168273404247,1400,1500,1500,1500,1600,2000,2800,3400,13000,15000,16000
,Aggregated,69407,27,1400,1447.3823369969195,31.352666002931073,16311.237624991918,1177.2034665091417,70.07968938969206,0.02726168273404247,1400,1500,1500,1500,1600,2000,2800,3400,13000,15000,16000
