Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,trips_per_route,29869,0,3800,3873.6931927003416,3043.3184579887893,6329.764209018322,1200.2983025879676,30.172230432434684,0.0,3800,3900,4100,4100,4200,4300,4400,4900,6000,6300,6300
,Aggregated,29869,0,3800,3873.6931927003416,3043.3184579887893,6329.764209018322,1200.2983025879676,30.172230432434684,0.0,3800,3900,4100,4100,4200,4300,4400,4900,6000,6300,6300
