Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,bulk_update_departures,1940,0,280,331.9902915900757,40.43825002736412,4376.362625014735,127.36907216494845,12.978940988726325,0.0,280,370,440,480,610,700,1000,1600,3900,4400,4400
GET,large_scan,4034,0,2500,2622.708429298706,620.6547500041779,9484.409999975469,332492.4444719881,26.988169045629895,0.0,2500,3000,3300,3600,4100,4500,5100,5500,6800,9500,9500
GET,next_departures,16018,0,160,203.87010236034521,37.28733299067244,4503.592541994294,105.43463603446123,107.16323544196818,0.0,160,220,250,270,330,400,570,1000,3400,4000,4500
GET,point_read,20062,0,160,206.70116213846637,36.60591700463556,4862.474291003309,100.44392383610807,134.21830624527192,0.0,160,220,250,270,330,400,630,1100,3500,4500,4900
GET,trips_per_route,2074,0,170,212.31968947330947,38.846165989525616,4331.507333001355,391.4402121504339,13.875424541555876,0.0,170,230,260,280,350,420,590,1000,2900,4300,4300
,Aggregated,44128,0,180,432.30710704933546,36.60591700463556,9484.409999975469,30503.023522480056,295.2240762631522,0.0,180,250,290,330,1000,2500,3500,4000,5500,6800,9500
